,game,model,experiment,episode,metric,value
913,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,undefined_repr_str,0.0
914,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,manipulating_room,0.0
915,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,undefined_argument_type,0.0
916,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,taking_from_inventory,0.0
917,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,other_room_argument,0.0
918,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,domain_trait_type_mismatch,0.0
919,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,domain_type_discrepancy,0.0
920,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,world_state_discrepancy,0.0
921,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,entity_not_accessible,0.0
922,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,entity_state_mismatch,0.0
923,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,entity_trait_mismatch,0.0
924,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,entity_already_inventory,0.0
925,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,going_to_current_room,0.0
926,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,no_exit_to,0.0
927,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,inventory_limit_exceeded,0.0
928,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,successful_actions,20.0
929,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,turn_limit_loss,0.0
930,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,turns_over_par,1.0
931,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,turn_ratio,0.967741935483871
932,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,finish_speed,0.032258064516129004
933,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,achieved_goal_ratio,1.0
934,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,achieved_goal_rating,100.0
935,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,Main Score,100.0
936,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,Aborted,0.0
937,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,Success,1.0
938,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,Lose,0.0
939,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,plan_followed_ratio,0.0
940,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,plan_average_viability_ratio,0.0
941,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,bad_plan_follow_ratio,0.0
942,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_14,bad_plan_dismiss_ratio,1.0
943,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,Violated Request Count,0.0
944,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,Parsed Request Count,28.0
945,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,Request Count,28.0
946,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,Request Success Ratio,1.0
947,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,hallucination_count,0.0
948,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,action_parsing_fail,0.0
949,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,action_resolution_fail,4.0
950,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,lark_exception,0.0
951,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,malformed_command,0.0
952,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,undefined_action_verb,0.0
953,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,undefined_action,0.0
954,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,undefined_repr_str,0.0
955,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,manipulating_room,0.0
956,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,undefined_argument_type,0.0
957,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,taking_from_inventory,0.0
958,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,other_room_argument,0.0
959,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,domain_trait_type_mismatch,0.0
960,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,domain_type_discrepancy,0.0
961,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,world_state_discrepancy,0.0
962,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,entity_not_accessible,3.0
963,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,entity_state_mismatch,0.0
964,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,entity_trait_mismatch,0.0
965,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,entity_already_inventory,0.0
966,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,going_to_current_room,0.0
967,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,no_exit_to,1.0
968,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,inventory_limit_exceeded,0.0
969,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,successful_actions,24.0
970,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,turn_limit_loss,0.0
971,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,turns_over_par,9.0
972,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,turn_ratio,0.7096774193548387
973,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,finish_speed,0.29032258064516125
974,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,achieved_goal_ratio,1.0
975,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,achieved_goal_rating,100.0
976,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,Main Score,100.0
977,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,Aborted,0.0
978,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,Success,1.0
979,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,Lose,0.0
980,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,plan_followed_ratio,0.0
981,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,plan_average_viability_ratio,0.0
982,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,bad_plan_follow_ratio,0.0
983,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_2,bad_plan_dismiss_ratio,1.0
984,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,Violated Request Count,0.0
985,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,Parsed Request Count,19.0
986,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,Request Count,19.0
987,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,Request Success Ratio,1.0
988,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,hallucination_count,1.0
989,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,action_parsing_fail,0.0
990,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,action_resolution_fail,1.0
991,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,lark_exception,0.0
992,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,malformed_command,0.0
993,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,undefined_action_verb,0.0
994,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,undefined_action,0.0
995,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,undefined_repr_str,0.0
996,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,manipulating_room,0.0
997,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,undefined_argument_type,0.0
998,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,taking_from_inventory,0.0
999,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,other_room_argument,0.0
1000,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,domain_trait_type_mismatch,0.0
1001,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,domain_type_discrepancy,0.0
1002,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,world_state_discrepancy,0.0
1003,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,entity_not_accessible,1.0
1004,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,entity_state_mismatch,0.0
1005,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,entity_trait_mismatch,0.0
1006,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,entity_already_inventory,0.0
1007,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,going_to_current_room,0.0
1008,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,no_exit_to,0.0
1009,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,inventory_limit_exceeded,0.0
1010,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,successful_actions,18.0
1011,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,turn_limit_loss,0.0
1012,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,turns_over_par,
1013,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,turn_ratio,
1014,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,finish_speed,
1015,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,achieved_goal_ratio,0.6666666666666666
1016,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,achieved_goal_rating,66.66666666666666
1017,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,Main Score,0.0
1018,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,Aborted,0.0
1019,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,Success,0.0
1020,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,Lose,1.0
1021,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,plan_followed_ratio,0.0
1022,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,plan_average_viability_ratio,0.0
1023,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,bad_plan_follow_ratio,0.0
1024,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_5,bad_plan_dismiss_ratio,1.0
1025,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,Violated Request Count,0.0
1026,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,Parsed Request Count,25.0
1027,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,Request Count,25.0
1028,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,Request Success Ratio,1.0
1029,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,hallucination_count,0.0
1030,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,action_parsing_fail,0.0
1031,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,action_resolution_fail,0.0
1032,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,lark_exception,0.0
1033,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,malformed_command,0.0
1034,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,undefined_action_verb,0.0
1035,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,undefined_action,0.0
1036,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,undefined_repr_str,0.0
1037,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,manipulating_room,0.0
1038,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,undefined_argument_type,0.0
1039,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,taking_from_inventory,0.0
1040,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,other_room_argument,0.0
1041,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,domain_trait_type_mismatch,0.0
1042,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,domain_type_discrepancy,0.0
1043,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,world_state_discrepancy,0.0
1044,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,entity_not_accessible,0.0
1045,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,entity_state_mismatch,0.0
1046,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,entity_trait_mismatch,0.0
1047,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,entity_already_inventory,0.0
1048,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,going_to_current_room,0.0
1049,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,no_exit_to,0.0
1050,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,inventory_limit_exceeded,0.0
1051,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,successful_actions,25.0
1052,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,turn_limit_loss,0.0
1053,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,turns_over_par,3.0
1054,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,turn_ratio,0.8928571428571429
1055,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,finish_speed,0.1071428571428571
1056,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,achieved_goal_ratio,1.0
1057,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,achieved_goal_rating,100.0
1058,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,Main Score,100.0
1059,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,Aborted,0.0
1060,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,Success,1.0
1061,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,Lose,0.0
1062,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,plan_followed_ratio,0.0
1063,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,plan_average_viability_ratio,0.0
1064,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,bad_plan_follow_ratio,0.0
1065,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_9,bad_plan_dismiss_ratio,1.0
1066,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,Violated Request Count,0.0
1067,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,Parsed Request Count,27.0
1068,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,Request Count,27.0
1069,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,Request Success Ratio,1.0
1070,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,hallucination_count,0.0
1071,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,action_parsing_fail,0.0
1072,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,action_resolution_fail,1.0
1073,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,lark_exception,0.0
1074,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,malformed_command,0.0
1075,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,undefined_action_verb,0.0
1076,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,undefined_action,0.0
1077,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,undefined_repr_str,0.0
1078,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,manipulating_room,0.0
1079,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,undefined_argument_type,0.0
1080,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,taking_from_inventory,0.0
1081,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,other_room_argument,0.0
1082,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,domain_trait_type_mismatch,0.0
1083,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,domain_type_discrepancy,0.0
1084,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,world_state_discrepancy,0.0
1085,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,entity_not_accessible,0.0
1086,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,entity_state_mismatch,0.0
1087,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,entity_trait_mismatch,0.0
1088,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,entity_already_inventory,0.0
1089,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,going_to_current_room,0.0
1090,adventuregame,o3-mini-2025-01-31-t0.0--o3-mini-2025-01-31-t0.0,2_home_deliver_three_basic_hard,episode_7,no_exit_to,1.0
